index,status,end_date,start_date,years_to_event,event_indicator,total_liabilities_by_net_assets,cash_by_total_assets,cash_by_current_liabilities,current_assets_by_current_liabilities,tax,EBTIDA,financial_expenses_by_total_assets,EBIT,working_capital_by_total_assets,size_classification,income_tax_by_total_assets,sector,cooperative,nonprofit,other,private,public
1839.0,Merger by absorption,2022-06-30,1978-03-30,44,0,1355.886524822695,6.914949262475154e-05,0.00028814298169136884,4.07279860505667,25333.333333333332,91666.66666666667,0.0003138403598702793,77000.0,0.28789622345433624,Medium sized,0.007950622450047075,C - Manufacturing,0,0,0,0,1
1840.0,Merger by absorption,2022-06-17,1978-04-28,44,0,1012.2459212404057,0.0002162167311246166,0.030023809523809526,138.18253968253967,350333.3333333333,1184666.6666666667,0.003886528605993637,1184666.6666666667,0.0018289546381146527,Medium sized,0.020023242965192707,C - Manufacturing,0,0,0,0,1
1841.0,Liquidation,2020-06-22,1978-04-03,42,4,1127.9620853080569,7.563025210084034e-05,0.0009473684210526316,12.052631578947368,0.0,-8333.333333333334,0.0,-9333.333333333334,-0.0063025210084033615,Small,0.0,F - Construction,0,0,0,1,0
1842.0,Merger by absorption,2022-06-30,1978-04-12,44,0,-1627.5752773375593,1.2982797792924374e-06,1.631986944104447e-06,0.22786617707058343,333.3333333333333,-15666.666666666666,0.020772476468679,-46000.0,0.09315157416423239,Medium sized,0.0001622849724115547,C - Manufacturing,0,0,0,0,1
1843.0,Bankruptcy,2022-03-28,1978-03-02,44,2,-8355.212355212356,0.00037892791127541584,0.00036829103974848416,0.8834493599820346,9000.0,-257000.0,0.013401109057301292,-282666.6666666667,-0.0027726432532347504,Small,0.006238447319778189,N - Administrative and support service activities,0,0,0,1,0
1844.0,Merger by absorption,2022-09-29,1978-05-11,44,0,4104.539202200825,3.2171581769437e-05,0.0009696969696969697,8.343434343434343,10000.0,43666.666666666664,0.0013404825737265416,12000.0,0.040214477211796246,Small,0.010053619302949061,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,0,1
1845.0,Merger by absorption,2019-06-07,1978-05-25,41,0,1284.4827586206898,8.7248322147651e-05,0.0004352678571428571,4.881696428571428,50333.333333333336,141333.33333333334,0.0,143666.66666666666,-0.02058165548098434,Small,0.06756152125279642,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,0,1
1846.0,Liquidation,2022-10-24,1978-06-01,44,4,1197.4025974025972,0.0003275488069414317,0.00604,16.36,4500.0,666.6666666666666,0.0021691973969631237,-4666.666666666667,0.113882863340564,Small,0.02928416485900217,F - Construction,0,0,0,1,0
1847.0,Liquidation,2019-12-19,1978-05-02,41,4,4086.206896551724,0.0002310126582278481,0.0003443396226415094,1.3616352201257862,20000.0,26666.666666666668,0.035864978902953586,19000.0,0.20042194092827004,Small,0.12658227848101267,F - Construction,0,0,0,1,0
1848.0,Merger by absorption,2019-12-09,1978-06-05,41,0,1817.484662576687,5.485232067510549e-05,0.0001749663526244953,2.7550471063257067,0.0,11333.333333333334,0.02320675105485232,-70000.0,0.5907172995780591,Small,0.0,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,0,1
1849.0,Liquidation,2022-01-27,1978-06-13,44,4,2046.2724935732647,0.00027512562814070355,0.0032205882352941174,6.720588235294118,14000.0,29666.666666666668,0.003768844221105528,16666.666666666668,-0.003768844221105528,Small,0.05276381909547739,"M - Professional, scientific and technical activities",0,0,0,1,0
1850.0,Provisional suspension,2022-11-04,1978-06-21,44,1,-3218.6192468619247,1.3324666883327916e-05,1.427079707622694e-05,0.6675948485903238,0.0,-68333.33333333333,0.051998700032499186,-100333.33333333333,0.36626584335391615,Small,0.0,F - Construction,0,0,0,1,0
1851.0,Liquidation,2022-02-08,1978-06-19,44,4,1163.4182908545727,0.0007538659793814433,0.005849999999999999,7.689999999999999,21000.0,33000.0,0.0038659793814432987,59666.666666666664,0.3131443298969072,Small,0.08118556701030927,K - Financial and insurance activities,0,0,0,0,1
1852.0,Bankruptcy,2021-10-04,1978-06-27,43,2,-2186.5889212827988,5.333333333333333e-06,6.779661016949153e-06,0.4169491525423729,0.0,34333.333333333336,0.009333333333333334,-1666.6666666666667,0.18266666666666664,Small,0.0,"A - Agriculture, forestry and fishing",0,0,0,1,0
1853.0,Liquidation,2019-05-29,1978-06-30,41,4,-1504.5871559633028,0.0003606271777003484,0.0002946619217081851,0.45693950177935944,0.0,-108666.66666666667,0.0065331010452961665,-102000.0,-0.5932055749128919,Small,0.0,F - Construction,0,0,0,1,0
1854.0,Bankruptcy,2022-06-28,1978-07-05,44,2,-3858.1173260572987,0.00034423620933521923,0.00029357659831121837,0.778950542822678,-1000.0,-62333.333333333336,0.045968882602545974,-100000.0,-0.6315417256011316,Small,-0.0010608203677510608,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,1,0
1855.0,Liquidation,2020-12-03,1978-05-29,42,4,1370.1149425287356,0.0007718120805369128,0.004107142857142857,4.875,5000.0,38000.0,0.005033557046979866,32666.666666666664,0.06543624161073826,Small,0.02516778523489933,S - Other service activities,0,0,0,1,0
1856.0,Bankruptcy,2021-12-24,1978-08-03,43,2,-7903.633491311217,2.4285428742754348e-05,2.6003210272873195e-05,0.8645264847512039,8000.0,-384333.3333333333,0.015690585648610835,-433333.3333333333,0.033979612232660404,Medium sized,0.0023985608634819106,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,1,0
1857.0,Merger by absorption,2021-03-04,1978-06-15,43,0,8033.834586466165,0.0002545624707533926,0.0006078212290502794,1.6,13666.666666666666,56000.0,0.015910154422087038,18000.0,0.1792232101076275,Small,0.01918577445016378,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,0,1
1858.0,Liquidation,2022-03-14,1978-07-05,44,4,-2478.2608695652175,0.0005,0.0003584905660377358,0.7169811320754716,0.0,-2333.3333333333335,0.05263157894736842,-333.3333333333333,0.32456140350877194,Small,0.0,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,0,1
1859.0,Liquidation,2020-09-17,1978-09-29,42,4,1659.169903905132,1.3555144793592113e-06,7.21311475409836e-06,4.292786885245902,42000.0,572000.0,0.002834257547751078,233000.0,0.20043130006161428,Medium sized,0.007763401109057301,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,1,0
1860.0,Bankruptcy,2022-11-21,1978-11-02,44,2,10877.41935483871,2.491103202846975e-05,2.876712328767123e-05,1.1054794520547946,666.6666666666666,25000.0,0.02372479240806643,19666.666666666668,0.37722419928825623,Small,0.0011862396204033213,F - Construction,0,0,0,0,1
1861.0,End of suspension,2022-07-12,1978-10-12,44,6,-1218.978102189781,0.000251497005988024,0.00020689655172413793,0.3226600985221674,14666.666666666666,18333.333333333332,0.03592814371257485,7666.666666666667,-0.17065868263473055,Small,0.1317365269461078,I - Accommodation and food service activities,0,0,0,1,0
1862.0,Merger by absorption,2019-01-11,1978-10-10,41,0,1181.8522684664417,0.00016909898477157357,0.0011316348195329086,6.662420382165605,15333.333333333334,54000.0,0.007931472081218274,54000.0,0.10152284263959391,Small,0.014593908629441623,F - Construction,0,0,0,1,0
1863.0,Bankruptcy,2022-05-27,1978-11-03,44,2,-11095.238095238095,5.150214592274678e-06,7.926023778071334e-06,0.8639365918097754,87500.0,80000.0,0.07124463519313305,-666.6666666666666,0.17424892703862663,Small,0.22532188841201717,H - Transportation and storage,0,0,0,1,0
1864.0,Liquidation,2019-03-29,1978-11-17,41,4,1464.2857142857142,0.00014634146341463414,0.00048648648648648646,3.243243243243243,666.6666666666666,-24333.333333333332,0.008130081300813007,-35000.0,1.0975609756097562,Small,0.016260162601626015,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,0,1
1865.0,Bankruptcy,2022-07-12,1978-11-24,44,2,3018.487394957983,0.00012806236080178176,0.0002702702702702703,1.9764982373678024,500.0,15333.333333333334,0.013919821826280626,-4333.333333333333,0.4515590200445434,Small,0.0008351893095768374,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,1,0
1866.0,Liquidation,2021-06-01,1978-11-16,43,4,1793.1858936043038,0.0005395,0.00167720207253886,3.003626943005181,302666.6666666667,310333.3333333333,0.0025,286333.3333333333,0.051833333333333335,Medium sized,0.15133333333333335,K - Financial and insurance activities,0,0,0,0,1
1867.0,Merger by absorption,2019-02-15,1978-11-07,41,0,4938.689217758985,6.292808219178082e-05,0.00014833501513622605,1.4772956609485368,6666.666666666667,129000.0,0.014126712328767124,74333.33333333333,0.12457191780821919,Small,0.00428082191780822,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,0,1
1868.0,Legal dissolution by expiry,2021-04-06,1978-12-08,43,7,1014.968814968815,0.0008642974190905367,0.058604166666666666,67.80555555555556,187000.0,534666.6666666666,0.00020483408439164277,535000.0,0.18358254813600985,Medium sized,0.0574559606718558,C - Manufacturing,0,0,0,0,1
1869.0,Bankruptcy,2020-08-03,1978-12-01,42,2,12016.949152542373,9.344146685472497e-06,1.0204081632653063e-05,1.0910666153253754,22666.666666666668,13000.0,0.00193935119887165,5666.666666666667,0.8511988716502115,Medium sized,0.011988716502115656,"M - Professional, scientific and technical activities",0,0,0,0,1
1870.0,Liquidation,2019-02-28,1978-12-07,41,4,-430.63583815028903,6.040268456375839e-05,2.107728337236534e-05,0.19437939110070257,666.6666666666666,-46333.333333333336,0.013422818791946308,-66000.0,1.4496644295302015,Small,0.013422818791946308,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,0,1
1871.0,Liquidation,2022-07-27,1978-12-18,44,4,8183.673469387755,0.0002094763092269327,0.0005283018867924528,2.050314465408805,2333.3333333333335,9666.666666666666,0.024937655860349132,4000.0,0.13840399002493767,Small,0.01745635910224439,I - Accommodation and food service activities,0,0,0,1,0
1872.0,Merger by absorption,2022-06-14,1978-12-11,44,0,41087.67471410419,3.6955714992577935e-05,0.00012793062841237555,1.084252221389573,93666.66666666667,633333.3333333334,0.00946313706086096,424333.3333333333,0.1438953488372093,Medium sized,0.008690004948045523,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,0,1
1873.0,Merger by absorption,2022-07-19,1978-12-13,44,0,2378.6635404454864,9.725644816822737e-05,0.00020115528372409108,1.8695208970438328,131333.33333333334,639666.6666666666,0.0065713816329883365,556666.6666666666,0.5096106456382454,Medium sized,0.0647281090849351,C - Manufacturing,0,0,0,1,0
1874.0,Liquidation,2020-06-30,1978-12-05,42,4,1218.75,0.0004,0.0023636363636363638,5.878787878787879,333.3333333333333,-4333.333333333333,0.005128205128205128,-5000.0,0.6384615384615384,Small,0.005128205128205128,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,1,0
1875.0,Bankruptcy,2019-11-21,1978-12-22,41,2,4951.832907075874,3.305500559524834e-05,4.5043988269794723e-05,1.2824633431085046,666.6666666666666,-45666.666666666664,0.01592493759146079,-106666.66666666667,0.5698545235430833,Medium sized,0.00017216148747525178,F - Construction,0,0,0,1,0
1876.0,Bankruptcy,2021-12-21,1979-01-17,42,2,-167.7934849416103,7.692307692307693e-05,1.1058451816745656e-05,0.14270668773038442,13000.0,46333.333333333336,0.08058608058608058,46000.0,1.2032967032967032,Small,0.14285714285714285,K - Financial and insurance activities,0,0,0,1,0
1877.0,Bankruptcy,2022-02-14,1979-01-11,43,2,-5076.923076923077,3.787878787878788e-05,3.640776699029126e-05,0.8203883495145631,0.0,-1000.0,0.07070707070707072,-3000.0,-0.5252525252525252,Small,0.0,F - Construction,0,0,0,1,0
1878.0,Liquidation,2021-03-25,1978-12-19,43,4,1059.516963772283,0.0008883310719131615,0.015871515151515154,17.52969696969697,234500.0,51666.666666666664,0.000407055630936228,46666.666666666664,0.004681139755766622,Medium sized,0.09545454545454546,N - Administrative and support service activities,0,0,0,1,0
1879.0,Bankruptcy,2021-07-08,1979-01-15,42,2,5060.553633217994,9.23076923076923e-06,1.2784090909090909e-05,1.2736742424242424,666.6666666666666,24666.666666666668,0.035213675213675216,-9000.0,0.41675213675213674,Small,0.0006837606837606838,C - Manufacturing,0,0,0,1,0
1880.0,Liquidation,2021-06-25,1978-12-22,43,4,1580.357142857143,0.0005932203389830508,0.002653429602888087,3.8375451263537905,46333.333333333336,233333.33333333334,0.0129136400322841,204333.33333333334,-0.009685230024213076,Small,0.11218724778046812,F - Construction,0,0,0,0,1
1881.0,Liquidation,2021-12-22,1979-01-16,42,4,2409.7807757166947,0.0003282015395381386,0.001044543429844098,3.1648106904231628,28500.0,16333.333333333332,0.0013995801259622112,36333.333333333336,0.006997900629811057,Small,0.05983205038488454,C - Manufacturing,0,0,0,1,0
1882.0,Liquidation,2022-05-09,1979-02-06,43,4,1023.368251410153,0.0002590551181102362,0.013708333333333335,52.666666666666664,44000.0,100666.66666666667,0.0,97333.33333333333,0.06496062992125985,Small,0.10393700787401575,F - Construction,0,0,0,1,0
1883.0,Liquidation,2021-12-20,1979-03-29,42,4,1274.2040285899934,0.0007210606833248343,0.004636065573770491,6.052459016393443,51333.333333333336,201000.0,0.007139214686384498,160333.33333333334,0.1917389087200408,Small,0.07853136155022948,"A - Agriculture, forestry and fishing",0,0,0,1,0
1884.0,Liquidation,2019-12-17,1979-03-14,40,4,2096.1538461538466,0.0002981651376146789,0.0015116279069767441,3.4186046511627906,0.0,1000.0,0.055045871559633024,-8333.333333333334,0.3256880733944954,Small,0.0,F - Construction,0,0,0,1,0
1885.0,Bankruptcy,2020-11-19,1979-03-30,41,2,3736.9464639788503,2.6176158471878315e-05,5.7475728155339804e-05,1.5883495145631066,0.0,14000.0,0.007428369296073576,-22000.0,0.4366819950477538,Medium sized,0.0,F - Construction,0,0,0,1,0
1886.0,Liquidation,2021-08-19,1979-03-29,42,4,1388.2126841768097,0.00017028149515459158,0.00040863787375415285,2.395348837209302,44000.0,103000.0,0.021688970927549605,102333.33333333333,0.8230272265805261,Small,0.06091370558375634,F - Construction,0,0,0,1,0
1887.0,Bankruptcy,2019-10-23,1979-04-10,40,2,2669.054441260745,8.051529790660226e-05,0.00013748854262144822,1.6388634280476626,5333.333333333333,-35000.0,0.01234567901234568,-29000.0,0.3580246913580247,Small,0.008588298443370907,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,1,0
1888.0,Liquidation,2021-03-29,1979-04-26,42,4,1647.840531561462,0.00029939516129032256,0.0017267441860465116,4.5,22666.666666666668,32666.666666666664,0.007056451612903226,1333.3333333333333,0.18548387096774194,Small,0.06854838709677419,F - Construction,0,0,0,1,0
1889.0,Liquidation,2020-12-29,1979-05-31,41,4,1794.5205479452054,0.0004910941475826971,0.009649999999999999,11.899999999999999,9666.666666666666,34666.666666666664,0.0,17000.0,0.05343511450381679,Small,0.0737913486005089,F - Construction,0,0,0,1,0
1890.0,Liquidation,2021-11-17,1979-06-21,42,4,1486.784140969163,0.00032,0.001130890052356021,3.3821989528795813,6000.0,-6666.666666666667,0.005925925925925926,-14666.666666666666,0.47259259259259256,Small,0.02666666666666667,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,1,0
1891.0,Merger by absorption,2022-07-13,1979-07-23,43,0,4154.62962962963,0.00023445509248941386,0.0012190034762456546,2.251448435689455,43000.0,322333.3333333333,0.0046801872074883,178666.66666666666,0.1562291063071094,Small,0.028749721417428126,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,1,0
1892.0,Merger by absorption,2019-12-31,1979-06-21,41,0,3786.9322057018144,1.4047979252215259e-06,9.069767441860465e-05,18.051162790697674,104000.0,-1456000.0,0.0003962250558317124,11666.666666666666,0.005403068943159715,Medium sized,0.011238383401772207,N - Administrative and support service activities,0,0,0,0,1
1893.0,Liquidation,2021-12-14,1979-06-29,42,4,1487.8048780487804,0.0008688524590163935,0.0027179487179487182,3.1025641025641026,11666.666666666666,-4000.0,0.03278688524590164,-4666.666666666667,-0.1721311475409836,Small,0.14344262295081966,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,1,0
1894.0,Liquidation,2020-12-28,1979-07-20,41,4,2414.0625,0.0006828478964401294,0.0011920903954802259,1.7259887005649717,3666.6666666666665,12666.666666666666,0.009708737864077669,9666.666666666666,0.21359223300970873,Small,0.01779935275080906,F - Construction,0,0,0,1,0
1895.0,Merger by absorption,2022-03-29,1979-08-13,43,0,-1862.953138815208,1.0441385856668247e-05,1.3513513513513513e-05,0.3046683046683047,333.3333333333333,4333.333333333333,0.01566207878500237,-35666.666666666664,-0.30897009966777406,Small,0.0004746084480303749,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,1,0
1896.0,Bankruptcy,2019-12-23,1979-08-24,40,2,13947.916666666666,4.356484939009211e-05,6.0386473429951696e-05,1.0997239475500344,0.0,25666.666666666668,0.01219815782922579,-31666.666666666668,0.372168284789644,Small,0.0,C - Manufacturing,0,0,0,1,0
1897.0,Bankruptcy,2022-06-07,1979-09-20,43,2,33605.26315789474,8.104933437744713e-05,9.118942731277533e-05,1.0334801762114538,333.3333333333333,-74000.0,0.028191072826938134,-87666.66666666667,0.27799530148786217,Small,0.000783085356303837,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,1,0
1898.0,Liquidation,2019-12-20,1979-09-26,40,4,2697.7475117862755,0.0004823300970873786,0.0014909963985594236,2.145858343337335,14000.0,67666.66666666667,0.0005825242718446601,48666.666666666664,0.12669902912621359,Small,0.008155339805825243,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,1,0
1899.0,Bankruptcy,2021-05-27,1979-09-04,42,2,8938.271604938273,3.3149171270718233e-05,5.4669703872437353e-05,1.4829157175398633,9333.333333333334,38666.666666666664,0.03314917127071823,25000.0,0.3052486187845304,Small,0.03867403314917127,H - Transportation and storage,0,0,0,1,0
1900.0,Merger by absorption,2020-03-31,1979-11-28,41,0,4226.9822485207105,3.835601097485862e-05,0.00011012861736334405,1.807717041800643,152333.33333333334,480333.3333333333,0.0060473710734083655,259333.3333333333,0.2326558037964052,Medium sized,0.02558933870877429,N - Administrative and support service activities,0,0,0,1,0
1901.0,Merger by absorption,2019-06-28,1979-08-02,40,0,2099.7906489881366,2.5390495181123295e-05,9.919501428200467e-05,2.8600363541937157,30666.666666666668,668666.6666666666,0.006912595546693253,142000.0,0.0964440013293453,Medium sized,0.006114988368228647,H - Transportation and storage,0,0,0,1,0
1902.0,Liquidation,2021-03-25,1979-11-26,42,4,1114.7147147147145,0.0007456896551724138,0.012302222222222221,15.466666666666667,3500.0,7666.666666666667,0.0005387931034482759,-1000.0,0.1624461206896552,Small,0.005657327586206897,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,0,1
1903.0,Liquidation,2021-04-26,1979-12-04,42,4,-7771.4285714285725,0.00014338235294117645,9.961685823754789e-05,0.5772669220945083,16333.333333333332,-97000.0,0.03676470588235294,-110000.0,0.21231617647058823,Small,0.09007352941176469,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,0,1
1904.0,Liquidation,2021-06-15,1979-11-21,42,4,1565.3382761816497,0.00024037892243931321,0.0006644844517184943,2.7643207855973815,10666.666666666666,16666.666666666668,0.010065127294256957,16666.666666666668,0.0541740674955595,Small,0.018946121965660152,F - Construction,0,0,0,0,1
1905.0,Liquidation,2021-06-07,1979-10-04,42,4,1317.0409511228531,0.0004653961885656971,0.003915611814345991,7.3881856540084385,5333.333333333333,-87666.66666666667,0.0075225677031093285,-96333.33333333333,0.515295887662989,Small,0.00802407221664995,F - Construction,0,0,0,0,1
1906.0,Merger by absorption,2021-12-22,1979-12-21,42,0,4931.1846689895465,7.913796149090267e-05,0.00025665998281294757,1.657691205958178,55333.333333333336,426666.6666666667,0.00017664723547076487,124666.66666666667,0.23070128952481891,Medium sized,0.014661720544073486,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,0,1
1907.0,Liquidation,2020-10-02,1979-12-06,41,4,1169.2477876106195,0.0001456953642384106,0.0022,13.9,2000.0,5333.333333333333,0.001892147587511826,-2333.3333333333335,0.7322611163670767,Small,0.005676442762535478,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,1,0
1908.0,Merger by absorption,2022-07-29,1979-11-16,43,0,-8200.892857142857,0.00020032661948829613,0.00038859556494192185,0.7634635691657866,49000.0,301666.6666666667,0.09254218835057157,170666.66666666666,0.09907457811649427,Small,0.08002177463255307,K - Financial and insurance activities,0,0,0,0,1
1909.0,Liquidation,2020-12-30,1979-11-26,41,4,1406.7055393586006,0.0007450777202072538,0.0027338403041825094,3.612167300380228,0.0,666.6666666666666,0.0031088082901554403,-1666.6666666666667,0.20518134715025904,Small,0.0,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,0,1
1910.0,Provisional suspension,2022-10-28,1979-12-18,43,1,3605.675146771037,7.652645861601086e-05,0.00013460620525059666,1.543198090692124,11666.666666666666,54666.666666666664,0.013297150610583446,10333.333333333334,0.5367706919945726,Small,0.009497964721845319,C - Manufacturing,0,0,0,1,0
1911.0,Bankruptcy,2020-08-17,1979-12-10,41,2,10200.0,0.00015686274509803922,0.0001951219512195122,1.121951219512195,0.0,-3000.0,0.030812324929971987,-11666.666666666666,-0.29411764705882354,Small,0.0,I - Accommodation and food service activities,0,0,0,1,0
1912.0,Liquidation,2019-09-27,1979-12-04,40,4,1083.3333333333333,0.0001951219512195122,0.006933333333333333,33.8,0.0,3333.3333333333335,0.0,1666.6666666666667,0.04127579737335835,Small,0.0,F - Construction,0,0,0,1,0
1913.0,Judicial winding up,2020-05-25,1979-12-14,41,8,-628.9087722534821,2.6694045174537988e-05,1.1929732564237021e-05,0.2893943366544311,,-342333.3333333333,0.02068055148137284,-584000.0,-0.05837488999706659,Medium sized,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,0,1
1914.0,Merger by absorption,2019-12-04,1979-12-21,40,0,1655.1724137931033,0.00014791666666666667,0.00037967914438502673,2.556149732620321,2000.0,15000.0,0.0,14000.0,0.035416666666666666,Small,0.0125,L - Real estate activities,0,0,0,0,1
1915.0,Liquidation,2021-03-29,1979-12-27,42,4,1010.9787867510234,0.0006143935210749126,0.05657627118644068,92.08474576271186,45333.333333333336,31333.333333333332,0.0003681207436039021,77333.33333333333,0.02236333517393705,Small,0.025032210565065344,F - Construction,0,0,0,1,0
1916.0,Liquidation,2020-03-31,1980-01-16,40,4,-22562.499999999996,0.00043434903047091415,0.0005798816568047336,0.9415680473372781,41000.0,44333.333333333336,0.02326869806094183,22000.0,-0.46315789473684216,Small,0.06814404432132964,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,0,1
1917.0,Liquidation,2020-12-22,1980-01-11,40,4,1198.1707317073171,0.0005776081424936387,0.005044444444444445,8.266666666666667,6500.0,11666.666666666666,0.010178117048346055,8666.666666666666,0.09414758269720103,Small,0.04961832061068702,Q - Human health and social work activities,0,0,0,1,0
1918.0,Liquidation,2020-09-10,1980-01-09,40,4,1051.8287682466787,0.0009006705130204273,0.021472118959107805,23.661710037174718,54000.0,150000.0,0.0010915328239513489,136333.33333333334,0.06081397162014658,Small,0.025261188211445504,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,0,1
1919.0,Merger by absorption,2020-02-07,1979-12-07,41,0,2770.6289671090594,0.00014006039779235655,0.00033209876543209874,1.8560493827160494,16000.0,116333.33333333333,0.01135061959804228,63000.0,0.17255024471519317,Medium sized,0.00499843798812871,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,0,1
1920.0,Bankruptcy,2020-06-25,1979-12-20,41,2,-788.2177479492916,4.415011037527594e-06,2.8919644701507952e-06,0.16917992150382152,0.0,-85666.66666666667,0.007568590350047304,-110666.66666666667,-1.2302112898139388,Small,0.0,C - Manufacturing,0,0,0,1,0
1921.0,Liquidation,2019-12-10,1980-01-15,39,4,1770.4042715484363,0.00045239121068504955,0.0010725229826353423,2.3585291113381,18000.0,27666.666666666668,0.0012925463162429987,27000.0,0.06118052563550194,Small,0.023265833692373977,"M - Professional, scientific and technical activities",0,0,0,1,0
1922.0,Liquidation,2022-03-22,1979-12-27,43,4,1434.2857142857142,0.00018326693227091633,0.0006052631578947369,3.289473684210526,8666.666666666666,21000.0,0.0,21000.0,-0.06573705179282868,Small,0.10358565737051792,C - Manufacturing,0,0,0,1,0
1923.0,Bankruptcy,2021-09-06,1980-01-28,41,2,-21544.117647058825,2.3793271574841538e-05,4.377466810190168e-05,0.9144241119483315,1666.6666666666667,371666.6666666667,0.016577279375914186,-91666.66666666667,0.1636274987810824,Medium sized,0.00048756704046806434,F - Construction,0,0,0,1,0
1924.0,Merger by absorption,2020-10-16,1980-01-22,40,0,5762.273901808786,3.295964125560538e-05,0.00013920454545454547,3.259469696969697,333.3333333333333,70666.66666666667,0.07668161434977579,40333.333333333336,0.5022421524663676,Small,0.00044843049327354255,S - Other service activities,0,0,0,1,0
1925.0,Liquidation,2020-06-29,1980-02-26,40,4,1052.7709476073387,0.0009011857707509882,0.014995515695067265,16.47234678624813,65000.0,31333.333333333332,0.0,31000.0,0.05147323032698527,Small,0.03503413582464966,"E - Water supply; sewerage, waste management and remediation activities",0,0,0,0,1
1926.0,Liquidation,2022-06-27,1980-02-29,42,4,1639.423076923077,0.00037634408602150543,0.0015587044534412957,3.530364372469636,3333.3333333333335,62333.333333333336,0.0,61666.666666666664,0.24437927663734113,Small,0.009775171065493646,C - Manufacturing,0,0,0,1,0
1927.0,Merger by absorption,2021-12-15,1980-02-08,41,0,2169.6624287593163,0.00023439078601737725,0.0005534351145038168,2.087786259541985,35000.0,134333.33333333334,0.00404122044857547,97333.33333333333,0.07435845625378865,Small,0.021216407355021217,S - Other service activities,0,0,0,0,1
1928.0,Merger by absorption,2019-06-11,1980-03-17,39,0,1163.4855440122415,9.088392053713574e-05,0.0011568281938325992,11.940088105726872,423333.3333333333,1036000.0,0.0017304630719180453,952333.3333333334,0.4081816294040285,Medium sized,0.08790752405343669,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,1,0
1929.0,Bankruptcy,2021-09-13,1980-04-03,41,2,5719.512195121952,5.1172707889125794e-05,9.056603773584906e-05,1.309433962264151,5000.0,9000.0,0.006396588486140725,7333.333333333333,0.06396588486140725,Small,0.031982942430703626,C - Manufacturing,0,0,0,1,0
1930.0,Liquidation,2021-03-30,1980-02-06,41,4,-6540.084388185654,0.00018580645161290325,0.0005236363636363636,0.5681818181818182,241000.0,360000.0,0.002903225806451613,348666.6666666667,,Small,0.23322580645161292,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,1,0
1931.0,Merger by absorption,2021-02-12,1980-02-20,41,0,9526.490066225166,7.142857142857143e-05,0.0011048387096774194,14.317204301075268,56333.333333333336,225000.0,0.022419186652763295,214333.33333333334,0.06708376781369482,Small,0.02937087243656587,K - Financial and insurance activities,0,0,0,1,0
1932.0,Liquidation,2021-09-21,1980-04-30,41,4,1081.2603648424545,0.0009033742331288344,0.01308888888888889,14.377777777777776,3000.0,13666.666666666666,0.0,11000.0,0.09662576687116564,Small,0.013803680981595092,F - Construction,0,0,0,1,0
1933.0,Liquidation,2021-07-16,1980-04-01,41,4,1208.2922013820335,0.000838235294117647,0.004874109263657957,5.8123515439429925,0.0,-52666.666666666664,0.0024509803921568627,9666.666666666666,0.125,Small,0.0,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,1,0
1934.0,End of suspension,2016-06-30,1980-04-29,36,6,-1534.8837209302326,9.46969696969697e-07,8.149959250203748e-07,0.5142624286878565,0.0,-29333.333333333332,0.041666666666666664,-29333.333333333332,0.10037878787878789,Small,0.0,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,1,0
